Airport IATA,Year,Month,Delay Date,Efficiency Factor,Carrier Delay Percentage,Weather Delay Percentage,NAS Delay Percentage,Security Delay Percentage,Late Aircraft Delay Percentage
PHL,2015,1,201501,66.13,10.62,6.38,73.52,0,9.48
LAX,2015,1,201501,72.63,23.09,0,65.52,0,11.39
BWI,2015,1,201501,70.97,21.93,0.4,59.27,0,18.4
PBG,2015,1,201501,70.97,0.56,0,85.22,11.11,3.11
MCI,2015,1,201501,69.47,14,1.48,68.17,0,16.32
DEN,2015,1,201501,67.52,18.43,0.2,67.44,0.35,13.58
IAG,2015,1,201501,58.06,8.31,0,76.69,0,15.08
MSY,2015,1,201501,78.06,13.91,0,63.79,0,22.32
RNO,2015,1,201501,82.49,31.93,2.11,17.33,1.8,46.8
LAX,2015,1,201501,80.44,15.69,1.64,29.58,0.1,52.98
SAN,2015,1,201501,82.4,33.48,0.79,15.45,0,50.27
CLD,2015,1,201501,86.76,30.19,0,26.44,0,43.33
LAR,2015,1,201501,79.03,43.31,3.46,27.38,0,25.85
SFO,2015,1,201501,72.61,9.37,0.64,39.33,0,50.67
DEN,2015,1,201501,72.4,16.71,2.39,29.12,0.21,51.57
SBA,2015,1,201501,80.52,26.08,0.89,13.63,0.67,58.73
ONT,2015,1,201501,79.03,32.54,3.26,19.25,0,44.95
MKE,2015,1,201501,64.79,28.79,6.94,26.87,0,37.39
ORD,2015,1,201501,68.87,14.18,1.38,29.87,0.13,54.43
SBP,2015,1,201501,83.77,37.68,2.94,12.26,0,47.12
DVL,2015,1,201501,64.58,40.47,0,22.94,0,36.65
FLG,2015,1,201501,79.58,26,0,39.38,2.76,31.86
PHX,2015,1,201501,84.02,20.97,3.41,38,0.29,37.33
BHM,2015,1,201501,62.16,24.71,0,27.21,0,48.07
IAH,2015,1,201501,74.09,21.63,2.44,31.99,0.32,43.62
OKC,2015,1,201501,69.63,33,3.14,31.22,0,32.64
AUS,2015,1,201501,63.57,39.52,3.5,31.83,0.44,24.71
BOI,2015,1,201501,69.23,36.93,1.41,22.71,0.69,38.26
DCA,2015,1,201501,56.6,34,6.17,24.04,0,35.78
MSP,2015,1,201501,81.02,20.39,2.28,35.77,0.16,41.4
OMA,2015,1,201501,76.23,38.25,1.22,22.43,0,38.1
SUN,2015,1,201501,78.79,33.52,2.62,35.86,0,28.05
BIL,2015,1,201501,84.95,32,0.93,33.5,0,33.64
COS,2015,1,201501,66.43,30.22,3.77,19.74,0,46.28
FCA,2015,1,201501,75.19,31.72,3.13,42,0,23.16
STL,2015,1,201501,67.35,44.02,2.48,15.5,0,38
AMA,2015,1,201501,73.91,18.17,12,40.17,0,29.67
CVG,2015,1,201501,79.15,36.78,0.16,27.69,0,35.38
GRR,2015,1,201501,71.69,34.19,2.13,28.57,0,35.09
SMF,2015,1,201501,75.04,27.31,14.94,17.63,0,40.12
MRY,2015,1,201501,83.9,28.02,1.92,11,0,59.06
SLC,2015,1,201501,87.21,23.01,3.98,28.3,0.39,44.33
SAF,2015,1,201501,63.16,17.71,0,81.86,0,0.43
FAT,2015,1,201501,75.12,33.3,11.07,18.49,0,37.14
ELP,2015,1,201501,72.66,28.05,0,37.13,0,34.82
SJC,2015,1,201501,81.39,28.18,7.34,18.07,0,46.41
ABQ,2015,1,201501,83.4,29.86,0,42.52,0,27.62
GCC,2015,1,201501,80,35.63,0,37.96,0,26.42
PAH,2015,1,201501,73.77,11.25,6.13,30.69,0,51.94
MAF,2015,1,201501,75.28,27.32,0,40.82,0,31.91
CEC,2015,1,201501,78.69,60.85,0,1.08,0,38.08
BUR,2015,1,201501,85.3,45.12,6.71,7.22,0,40.96
BZN,2015,1,201501,70.69,56.91,0,24.68,0,18.41
DSM,2015,1,201501,70.81,29.47,1.98,19.94,0,48.62
MFR,2015,1,201501,76.13,32.3,8.6,13.49,0,45.58
TUL,2015,1,201501,75,24.44,2.22,14.83,0,58.5
FSD,2015,1,201501,67.35,33.75,1.81,15.8,0,48.63
ICT,2015,1,201501,54.77,28.21,5.09,32.86,0,33.83
MBS,2015,1,201501,70.5,48.61,4.44,21.1,0,25.88
MLI,2015,1,201501,74.68,19.1,1.05,48.2,0,31.65
PSC,2015,1,201501,70.89,43.28,1.2,16.61,0,38.89
DLH,2015,1,201501,74.8,34.77,0,21.94,0,43.26
CID,2015,1,201501,60.25,32.58,0.13,28.11,0,39.19
DAY,2015,1,201501,66.13,32.52,0,31.71,0,35.76
DTW,2015,1,201501,75.4,19.61,4.7,22.9,0,52.79
RAP,2015,1,201501,75.21,40,5.27,26.13,0,28.63
EUG,2015,1,201501,76.06,34.92,7.57,17.22,0,40.29
RDM,2015,1,201501,78.79,21.89,1.17,22.86,1.77,52.34
ATL,2015,1,201501,70.68,30.94,8.44,21.16,0,39.46
BIS,2015,1,201501,65.24,29.05,0.72,29.05,0,41.19
ATW,2015,1,201501,78.57,41.33,11.11,32.89,0,14.67
PSP,2015,1,201501,79.02,35.45,0.96,23.51,0.38,39.69
MDW,2015,1,201501,50,2.5,0,67.5,0,30
MEM,2015,1,201501,71.13,35.96,0.5,32.89,0,30.64
GEG,2015,1,201501,78.03,31.76,7.29,16.37,0,44.61
GRB,2015,1,201501,82.05,34.43,4.57,23.71,0,37.29
TUS,2015,1,201501,73.03,33.38,0.04,24.68,1.3,40.61
FWA,2015,1,201501,71.91,38.92,0.56,24.96,0,35.56
MKG,2015,1,201501,75.81,34.67,0,15.67,0,49.67
CMX,2015,1,201501,78.33,19,18.38,58.15,0,4.46
MOT,2015,1,201501,64.42,32.22,3.89,30.73,0,33.16
BUF,2015,1,201501,100,0,0,0,0,0
BFL,2015,1,201501,75.76,16.89,7.3,21.88,0,53.93
GJT,2015,1,201501,84.13,28.83,4.83,35.6,0,30.73
LAS,2015,1,201501,72.41,36,1.39,18.14,0,44.47
ASE,2015,1,201501,68.91,30.84,4.5,25.37,1.01,38.28
MIA,2015,1,201501,0,12,0,53,0,35.5
ALB,2015,1,201501,28.57,17.4,0,50.2,0,32.4
FAR,2015,1,201501,66.46,42.96,0.6,25.8,0,30.64
MFE,2015,1,201501,80,36.83,0,48,0,15.33
MSO,2015,1,201501,88.3,22.18,0,11.45,0,66.36
SAT,2015,1,201501,63.72,33.16,1.94,28.25,0.64,36.01
ACV,2015,1,201501,83.89,35.96,0.04,7.29,0,56.71
YUM,2015,1,201501,81.93,26.07,0,28.47,0,45.5
DRO,2015,1,201501,89.62,34.09,9.09,16.45,0,40.36
JMS,2015,1,201501,69.74,43.35,13.61,27.78,0,15.26
LAN,2015,1,201501,79.82,30.52,0,37.48,0,31.96
SEA,2015,1,201501,74.72,20.91,7.16,22.74,0,49.18
SBN,2015,1,201501,72.12,22.52,4.27,26.03,0,47.17
PDX,2015,1,201501,80.67,36.78,1.98,19.15,0,42.08
CLE,2015,1,201501,75,63.14,0,16.86,0,20
SNA,2015,1,201501,75.77,29,1.49,22.51,0,47
IND,2015,1,201501,65.45,25.53,3.32,30.05,0,41.11
LNK,2015,1,201501,71.15,43.27,0,26.27,0,30.4
MMH,2015,1,201501,77.78,56,0,10.5,0,33.5
DFW,2015,1,201501,57.92,33.62,2.62,29.2,0,34.56
MCI,2015,1,201501,60.15,44.21,4.08,30.94,0,20.77
BNA,2015,1,201501,79.57,37.64,0.36,17.23,0,44.77
XNA,2015,1,201501,72.22,37,12.8,12.4,0,37.7
ORF,2015,1,201501,63.27,39.67,5.56,23.11,0,31.67
TVC,2015,1,201501,62.5,66.67,0,33.33,0,0
GFK,2015,1,201501,82,75.11,0,7.11,0,17.78
BDL,2015,1,201501,57.14,0,0,2.33,0,97.67
MSN,2015,1,201501,72.84,25.64,2.93,31.82,0,39.61
PLN,2015,1,201501,75.47,17.46,0,42.77,0,39.77
SGU,2015,1,201501,86.39,43.25,3.8,30.9,0,22.05
SPI,2015,1,201501,72.04,30.31,0,20.08,0,49.62
EAU,2015,1,201501,70.97,37.61,0,22.5,0,39.89
JAC,2015,1,201501,72.25,36.49,1.89,13.17,2.77,45.68
HLN,2015,1,201501,87.27,29.79,11.79,25.36,0,33.07
SGF,2015,1,201501,66.67,21.52,1.13,39.87,0,37.48
DAL,2015,1,201501,50,0,0,0,0,100
SMX,2015,1,201501,90,36.17,0,0,0,63.83
CLT,2015,1,201501,80,38,0,45.73,0,16.36
SDF,2015,1,201501,40,59.83,5.08,20.42,0,14.67
MTJ,2015,1,201501,66.67,54.74,2.93,26.11,0,16.22
FNT,2015,1,201501,64.71,38.83,0,42.17,0,19.17
MSY,2015,1,201501,83.78,17.83,7.33,17.83,0,57
AVL,2015,1,201501,50,32.12,1.12,18.88,0,47.88
RHI,2015,1,201501,84.27,18.57,11.71,43.57,0,26.14
LGB,2015,1,201501,93.6,40.13,0,25,0,34.88
GTF,2015,1,201501,80.82,42.04,7.21,16.18,0,34.57
VEL,2015,1,201501,92.45,25,0,75,0,0
HIB,2015,1,201501,78.95,26.13,0,65.63,0,8.19
ESC,2015,1,201501,69.81,20,0,35.88,0,44.13
INL,2015,1,201501,84.91,0.25,0,27.88,0,71.88
IMT,2015,1,201501,80.7,34.36,9.09,17.64,0,38.82
STC,2015,1,201501,63.79,6.62,4,22.19,0,67.19
HDN,2015,1,201501,64.29,32.93,0,37.8,0,29.33
CAK,2015,1,201501,0,39.5,0,20,0,40.5
OAK,2015,1,201501,81.15,24.36,4.44,10.28,0,60.92
BRD,2015,1,201501,92.73,19.25,0,27.75,0,53
PIH,2015,1,201501,90.16,17.33,0,54.33,0,28.33
TWF,2015,1,201501,93.55,41.5,0,58.5,0,0
EKO,2015,1,201501,90.16,92.83,0,6.67,0,0.5
IDA,2015,1,201501,72.73,38.73,5.04,28.06,0,28.18
AZO,2015,1,201501,78.57,16.67,0,29.17,0,54.17
LWS,2015,1,201501,98.11,5,0,95,0,0
CIU,2015,1,201501,77.19,11.92,0,43.62,0,44.46
CMH,2015,1,201501,70,15.17,9.17,20.78,0,54.89
ISN,2015,1,201501,75.18,38.47,6.53,31.71,0,23.29
BMI,2015,1,201501,73.91,33.17,0,45.5,0,21.33
CHO,2015,1,201501,43.55,20.29,27.51,28.17,0.89,23.14
PUB,2015,1,201501,77.36,29.33,14.5,19.67,0,36.5
RKS,2015,1,201501,88.33,54.86,4.14,27.86,0,13.14
ABR,2015,1,201501,83.87,44.5,5.5,19.8,0,30.2
CWA,2015,1,201501,100,0,0,0,0,0
RST,2015,1,201501,50,11,0,9.2,0,79.8
LSE,2015,1,201501,75,0,0,66.67,0,33.33
DIK,2015,1,201501,85.71,23.75,0,60.75,0,15.5
EVV,2015,1,201501,100,0,0,0,0,0
BWI,2015,1,201501,100,0,0,0,0,0
IAD,2015,1,201501,73.68,35.2,0,40,0,24.8
LGA,2015,1,201501,80,69,0,2,0,29
PIA,2015,1,201501,54.76,26.05,6.84,26.68,0,40.42
PIT,2015,1,201501,60.38,36.43,4.76,31.52,0,27.29
PBI,2015,1,201501,75,100,0,0,0,0
LEX,2015,1,201501,100,0,0,0,0,0
CHS,2015,1,201501,33.33,47,0,53,0,0
BOS,2015,1,201501,70,38,32.33,14.33,0,15.33
RDU,2015,1,201501,76.32,45.22,0,41.67,0,13.11
RDD,2015,1,201501,75,29.61,0,1.96,0,68.43
SYR,2015,1,201501,73.68,35.8,0,57.4,0,6.8
COD,2015,1,201501,90.32,27.67,0,27,0,45.5
LIT,2015,1,201501,66.67,35.05,0,17.42,0,47.53
CPR,2015,1,201501,80.24,26.18,1.03,21.61,0,51.15
GUC,2015,1,201501,100,0,0,0,0,0
HYS,2015,1,201501,67.92,31.29,6.65,16.35,0,45.76
CNY,2015,1,201501,98.15,0,12,88,0,0
IAH,2015,1,201501,79.38,36.4,4.55,32.98,0,26.08
SLC,2015,1,201501,81.48,45.56,3.52,26.72,0,24.16
SEA,2015,1,201501,77.16,47.98,5.75,19.54,0,26.74
EWR,2015,1,201501,80.14,32.03,2.85,33.46,0.11,31.55
MCO,2015,1,201501,76.92,48.88,5.01,21.89,0,24.23
LAX,2015,1,201501,78.25,40.53,5.18,24.65,0,29.65
SFO,2015,1,201501,79.48,35.24,5.53,32.73,0,26.5
MSP,2015,1,201501,78.13,46.2,16.89,17,0,19.89
ORD,2015,1,201501,76.24,31.3,3.82,41.47,0,23.42
CLE,2015,1,201501,80.86,45.43,8.89,13.31,0,32.38
SMF,2015,1,201501,71.84,58.76,12.88,7.94,0,20.45
BOS,2015,1,201501,76.23,41.55,8.92,25.72,0,23.82
FLL,2015,1,201501,78.78,48.59,2.52,28.26,0,20.64
AUS,2015,1,201501,75.09,47.38,3.48,23.83,0,25.31
DEN,2015,1,201501,78.26,34.31,4.52,34.97,0,26.2
EGE,2015,1,201501,80.6,56.38,0,33.92,0,9.62
PDX,2015,1,201501,75.13,55.64,4.62,13.1,0,26.65
RDU,2015,1,201501,75,32.23,20.85,6.31,0,40.62
PHX,2015,1,201501,77.03,45.28,4.11,30.01,0,20.61
HNL,2015,1,201501,68.14,59.01,3.08,28.99,0,8.92
LGA,2015,1,201501,72.78,23.99,6.39,55.32,0,14.3
SNA,2015,1,201501,87.24,43.2,2.16,9.85,0,44.78
IAD,2015,1,201501,79.73,42.28,6.1,20.03,0,31.59
OGG,2015,1,201501,73.1,55.11,3.39,20.61,0,20.91
SAN,2015,1,201501,81.75,51.87,5.12,10.7,0,32.32
DFW,2015,1,201501,80.41,57.32,4.91,13.28,0,24.49
RSW,2015,1,201501,80.16,45.47,9.63,26.82,0,18.08
MIA,2015,1,201501,72.28,55.28,5.36,19.29,0,20.07
TPA,2015,1,201501,77.58,46.91,5.61,23.61,0,23.87
KOA,2015,1,201501,75,59.25,0,26,0,14.75
CMH,2015,1,201501,67.74,31.2,33.2,14.6,0,21
DCA,2015,1,201501,82.03,42.78,14.33,23.89,0,18.98
BWI,2015,1,201501,68.89,56.88,8.64,13.16,0,21.32
GEG,2015,1,201501,67.24,59.58,1.26,9.47,0,29.68
ITO,2015,1,201501,61.54,68.2,0,0,0,31.8
LAS,2015,1,201501,83.14,43.92,6.05,22.05,0,27.99
APN,2015,1,201501,64.15,33,10.37,31.95,0,24.68
BJI,2015,1,201501,90.32,43,0,20.33,0,36.67
BTM,2015,1,201501,92.06,24.8,0,75.2,0,0
CDC,2015,1,201501,86.79,40.86,13.86,45.29,0,0
SJC,2015,1,201501,85.71,28.11,0,28,0,43.89
PIT,2015,1,201501,75.69,48.2,15.29,22.34,0,14.17
HDN,2015,1,201501,72.5,49.45,9.09,25.27,0,16.18
PBI,2015,1,201501,77.78,46.76,3.37,26.96,0,22.91
ATL,2015,1,201501,79.45,41.31,9.98,34.22,0,14.49
SRQ,2015,1,201501,61.29,30.17,10,30.67,0,29.17
SAT,2015,1,201501,76.74,48.74,2.46,19.26,0,29.54
MSY,2015,1,201501,83.54,42.51,3.15,22.94,0,31.4
PHL,2015,1,201501,73.48,28.23,10.2,37.19,0,24.38
OMA,2015,1,201501,66.67,45.39,16.61,15.79,0,22.21
JAC,2015,1,201501,62.16,50.82,17.04,21.71,0,10.46
ICT,2015,1,201501,82.35,20.17,0,4.67,0,75.33
RNO,2015,1,201501,75.76,56.31,8.13,12.75,0,22.81
ROC,2015,1,201501,72.09,10.5,55.5,5.58,0,28.5
JFK,2015,1,201501,82.4,24.44,0,55.48,0,20.08
LIH,2015,1,201501,78.95,59.94,0,23.31,0,16.75
BOI,2015,1,201501,83.02,52.44,6,16.22,0,25.33
BIL,2015,1,201501,64.91,46.8,4.4,8.3,0,40.5
ANC,2015,1,201501,51.22,71.05,4.75,8.2,0,16
DSM,2015,1,201501,74.12,45.95,9.64,23.95,0,20.45
DTW,2015,1,201501,72.34,32.54,20.23,17.62,0,29.62
BDL,2015,1,201501,65.28,43.4,31.84,4.72,0,20.04
MDT,2015,1,201501,73.33,41.83,10.92,10.58,0,36.67
RIC,2015,1,201501,64.29,31.1,27.6,18,0,23.2
IND,2015,1,201501,76,51.67,0,9.75,0,38.58
CLT,2015,1,201501,78.26,20,39.4,23.8,0,16.8
BZN,2015,1,201501,63.41,63.47,1.8,15.47,0,19.27
ALB,2015,1,201501,66.67,24,25,19.82,0,31.12
MCI,2015,1,201501,80,25,36,10.5,0,28.5
OKC,2015,1,201501,64,26,0,22.56,0,51.33
MTJ,2015,1,201501,72.22,55.2,0,19.8,0,25
GRR,2015,1,201501,77.78,56.5,0,14.5,0,29
PSP,2015,1,201501,50,50,0,50,0,0
BTR,2015,1,201501,50,100,0,0,0,0
OTH,2015,1,201501,58.82,19.43,0,52.43,0,28.29
STL,2015,1,201501,50,25,0,10,0,65
GUC,2015,1,201501,80,0,0,100,0,0
BUF,2015,1,201501,66.67,100,0,0,0,0
BOS,2015,1,201501,79.48,26.05,2.05,42.41,0,29.48
CLT,2015,1,201501,84.68,28.85,1.93,43.8,0.34,25.08
MCO,2015,1,201501,80.53,26.52,0.61,40.34,0.54,31.98
PHX,2015,1,201501,85.41,33.97,3.7,41.47,0.37,20.49
SAN,2015,1,201501,87.46,44.29,0,33.51,0,22.2
SMF,2015,1,201501,87.68,52.47,0,19.06,0,28.47
IAH,2015,1,201501,80,37.11,0.08,44.2,0,18.6
JFK,2015,1,201501,69.6,36.03,0,47.97,0.18,15.82
RDU,2015,1,201501,84.57,46.09,0.27,26.29,0.63,26.71
IND,2015,1,201501,79.45,44.6,3.27,35.5,0,16.63
ATL,2015,1,201501,81.09,23.95,0.69,50.46,0.16,24.73
OGG,2015,1,201501,84.31,52,0,48,0,0
OAK,2015,1,201501,75.81,38.2,0,13.73,0,48.07
LAX,2015,1,201501,84.12,32.59,1.26,44.12,0.87,21.14
SLC,2015,1,201501,83.1,38.92,0,28.75,0,32.33
MCI,2015,1,201501,81.37,53.97,0,24.82,0,21.24
MSP,2015,1,201501,77.87,37.01,0.1,45.25,1.01,16.62
HNL,2015,1,201501,79.69,32.77,0,64.08,2.85,0.31
KOA,2015,1,201501,88.57,50.5,0,49.5,0,0
DCA,2015,1,201501,79.96,24.67,2.1,43.77,0.71,28.75
RSW,2015,1,201501,78.08,29.37,0.99,43.97,0,25.67
PHL,2015,1,201501,78.66,23.85,1.82,53.04,0.09,21.2
DFW,2015,1,201501,78.67,30.12,0.34,41.65,0.64,27.25
LIH,2015,1,201501,84.85,88.4,0,11.6,0,0
EWR,2015,1,201501,79.88,26.6,0,51.52,0,21.88
LAS,2015,1,201501,86,39.51,0.9,35.91,0,23.66
SJC,2015,1,201501,81.95,48.04,0,21.33,0,30.63
PBI,2015,1,201501,80.22,28.21,0.38,49.89,0,21.52
ORD,2015,1,201501,76.5,33.91,0.32,50.99,0.44,14.34
LGA,2015,1,201501,78.37,15.78,2.39,58.44,0.28,23.12
SEA,2015,1,201501,79.91,33.71,0,52.64,0,13.64
MIA,2015,1,201501,78.76,43.01,1.1,31.28,0,24.63
TPA,2015,1,201501,84.01,41.02,1.25,35.22,1.61,20.89
JAX,2015,1,201501,87.83,47.68,0,19,0,33.32
SFO,2015,1,201501,77.05,39.1,1.26,48.05,0.16,11.43
PIT,2015,1,201501,82.83,38.03,0,44.13,0.35,17.49
DEN,2015,1,201501,80.85,38.88,0.06,41.51,0,19.54
DTW,2015,1,201501,83.33,49.42,0.85,30.65,1.4,17.69
STL,2015,1,201501,79.44,24.86,0,33.41,4.38,37.35
RIC,2015,1,201501,81.82,49.8,0,22.6,1.35,26.25
FLL,2015,1,201501,82.6,34.42,0.38,39.8,1.61,23.79
MSY,2015,1,201501,81.97,35.21,1.24,38.42,0.94,24.18
SYR,2015,1,201501,84,53.13,0,30.5,0,16.38
ALB,2015,1,201501,83.87,51.8,0,12.6,0,35.6
BWI,2015,1,201501,80.62,51.92,0,25.7,0.98,21.4
BDL,2015,1,201501,83.46,55.95,0,34.77,0,9.23
BNA,2015,1,201501,89.92,35.67,0,49.5,6,8.83
CLE,2015,1,201501,84.14,40.65,0,40.61,2.17,16.57
PVD,2015,1,201501,80.39,35.95,0,17.5,0,46.55
AUS,2015,1,201501,80.56,42.14,0,29.86,0,28
RNO,2015,1,201501,86.9,71.36,0,8.64,0,20.09
ROC,2015,1,201501,74.19,48.75,0,26.13,0,25.12
BOI,2015,1,201501,75.76,48.69,0,28.06,0,23.25
BUF,2015,1,201501,79.28,47.91,0,29.74,0,22.35
ONT,2015,1,201501,75.86,55.1,0,14,2.38,28.52
PDX,2015,1,201501,85.23,55.91,0.5,21.41,0,22.18
MEM,2015,1,201501,88.64,41.4,0,34.2,0,24.4
SNA,2015,1,201501,81.51,48.27,2.5,21.23,0.27,27.73
ILM,2015,1,201501,100,0,0,0,0,0
ORF,2015,1,201501,88.61,37.56,0,31.56,0,30.89
PWM,2015,1,201501,80.65,70.67,0,5,0,24.33
SAT,2015,1,201501,72,42.36,0,38.79,0,18.86
GEG,2015,1,201501,83.33,26.5,0,7.83,0,65.67
CMH,2015,1,201501,80.68,39.94,0,37.24,0,22.82
MKE,2015,1,201501,74.07,25.64,0,37.57,0,36.79
OMA,2015,1,201501,79.63,41.55,0,22.09,9.09,27.27
ANC,2015,1,201501,79.17,43.4,0,37.6,1.4,17.6
TUS,2015,1,201501,0,0,0,0,17,83
CHS,2015,1,201501,75,39.17,0,29.58,6.25,25.08
DSM,2015,1,201501,100,0,0,0,0,0
MDT,2015,1,201501,92.59,80,0,20,0,0
SAN,2015,1,201501,88.41,18.25,3.13,14.94,0,63.69
IAD,2015,1,201501,80.34,28.61,39.7,17.65,0,14.04
LAX,2015,1,201501,88.71,32.96,13.68,15.29,1.6,36.46
SFO,2015,1,201501,83.4,17.96,5.17,53.3,0.59,22.97
JFK,2015,1,201501,82.11,28.95,26.98,30.79,0,13.28
EWR,2015,1,201501,72.92,11.08,37.54,35.26,0,16.13
ORD,2015,1,201501,82.43,31.62,36.15,32.23,0,0
SEA,2015,1,201501,85.42,37.46,2.82,4.32,0,55.39
AUS,2015,1,201501,73.68,23.73,2.2,14.6,0,59.47
LAS,2015,1,201501,87.35,25.98,3.28,36.23,0,34.51
DCA,2015,1,201501,86.49,26,39,22.93,0,12.13
MCO,2015,1,201501,80.65,1.83,74.17,0,0,23.83
FLL,2015,1,201501,83.83,32.15,38.04,10.3,3.15,16.41
BOS,2015,1,201501,82.68,34.45,35.32,21.68,0,8.55
PDX,2015,1,201501,83.87,45.2,0,0.4,0,54.4
DAL,2015,1,201501,81.39,31.15,20.54,12.93,0,35.39
LGA,2015,1,201501,68.18,8.34,15.69,66.91,0,9.06
PSP,2015,1,201501,90.63,0,0,3.67,0,96.33
ATL,2015,1,201501,80.77,30.15,1.84,29.58,0.28,38.15
AUS,2015,1,201501,77.93,34.68,1.28,20.31,0.46,43.28
BDL,2015,1,201501,77.56,42.38,1.54,18.86,0,37.21
BHM,2015,1,201501,77.69,37.35,0.39,16.16,0,46.09
BNA,2015,1,201501,80.98,34.35,0.66,17.21,0.04,47.74
BOI,2015,1,201501,77.78,33.5,0.43,14.38,0,51.67
BOS,2015,1,201501,77.29,36.35,2.93,19.07,0,41.65
BUF,2015,1,201501,76.03,42.23,0.88,19.23,0,37.66
BUR,2015,1,201501,83.93,30.33,1.95,5.9,0,61.81
BWI,2015,1,201501,82.76,25.94,2.45,20.27,0,51.35
CAK,2015,1,201501,79.15,23.22,1.45,9.23,1.33,64.77
CHS,2015,1,201501,77.65,36.55,2.85,16.65,0,43.95
CLE,2015,1,201501,75.15,37.52,5.33,12.06,0,45.09
CLT,2015,1,201501,74.32,49.61,0.08,17.71,0,32.61
CMH,2015,1,201501,77.13,40.41,1.89,18.85,0,38.85
CRP,2015,1,201501,83.93,21,4.06,19.94,0,55
DAL,2015,1,201501,83.09,31.11,0.85,12.77,0.25,55.02
DAY,2015,1,201501,71.72,48.1,0,12.88,0,39.02
DCA,2015,1,201501,86.23,29.83,2.73,18.5,0,48.93
DEN,2015,1,201501,81.52,30.46,2.79,23.26,0.17,43.32
DSM,2015,1,201501,71.91,17.24,5.52,14.2,0,63.04
DTW,2015,1,201501,75.41,34.67,2.48,16.08,0,46.78
ECP,2015,1,201501,79.1,41.36,6.79,10.86,0,41
ELP,2015,1,201501,77.72,37.91,3.21,10.81,0,48.07
EWR,2015,1,201501,76.14,30.47,6.86,30.37,0,32.3
FLL,2015,1,201501,83.38,36.16,3.07,16.93,0.19,43.65
FNT,2015,1,201501,85.71,42.16,0,7.05,0,50.79
GEG,2015,1,201501,79.3,38.74,0,17.11,0,44.13
GRR,2015,1,201501,75.86,30.49,0.63,19.82,0,49.06
GSP,2015,1,201501,70,32.94,1.86,11.28,0,53.94
HOU,2015,1,201501,81.93,31.67,0.85,18.02,0.1,49.37
HRL,2015,1,201501,87.43,42.59,0,25.55,0,31.86
IAD,2015,1,201501,80,27.1,0.07,19.54,1.9,51.39
ICT,2015,1,201501,71.22,29.07,0.1,16.18,0,54.65
IND,2015,1,201501,79.3,33.31,0.25,15.09,0.04,51.32
ISP,2015,1,201501,81.22,32,0,9.7,0,58.31
JAX,2015,1,201501,73.82,32.74,0.27,13.2,0,53.8
LAS,2015,1,201501,83.65,24.2,3.19,18.04,0.16,54.41
LAX,2015,1,201501,81.94,30.11,0.78,18.03,0.02,51.06
LBB,2015,1,201501,86.14,32.57,0,16.07,0,51.36
LGA,2015,1,201501,71.9,21.22,8.71,45.1,0,24.97
LIT,2015,1,201501,75.83,41.02,0,15.86,0,43.1
MAF,2015,1,201501,79.72,34.55,4.47,8.28,0,52.71
MCI,2015,1,201501,78.82,34.45,1.19,14,0,50.36
MCO,2015,1,201501,82.36,30.81,1.81,22.83,0,44.54
MDW,2015,1,201501,81.98,27.05,3.07,25.34,0.24,44.3
MEM,2015,1,201501,79.21,32.36,2.1,18.14,0,47.38
MHT,2015,1,201501,80.92,43.71,0.69,16.47,0,39.15
MKE,2015,1,201501,79.59,27.45,0.83,25.49,0,46.23
MSP,2015,1,201501,73.72,33.78,1.29,22.01,0.33,42.59
MSY,2015,1,201501,82.36,35.46,1.32,17.83,0,45.39
OAK,2015,1,201501,83.9,25.47,0.92,7.44,0.16,66
ABQ,2015,1,201501,77.69,34.51,0.5,17.93,0,47.06
ALB,2015,1,201501,79.66,41.01,1.77,17.18,0,40.03
AMA,2015,1,201501,83.67,56.83,0,3.58,0,39.54
PHX,2015,1,201501,82.12,30.23,3.96,21.18,0.41,44.22
PIT,2015,1,201501,78.96,34.34,2.36,15.98,0,47.32
PNS,2015,1,201501,80.3,35.08,0,13.92,0,51
PVD,2015,1,201501,81.29,35.02,3.08,14.94,0,46.98
PWM,2015,1,201501,77.61,34.6,2.47,7.87,0,55.07
RDU,2015,1,201501,79.35,35.91,1.2,14.89,0.37,47.63
RIC,2015,1,201501,77.31,46,0,5.7,0,48.3
RNO,2015,1,201501,83.56,27.48,0.23,4.58,0,67.71
ROC,2015,1,201501,75.28,51.86,1.23,15.91,0,31
RSW,2015,1,201501,82.03,44.01,1.64,22.4,0,31.95
SAN,2015,1,201501,81.48,27.98,1.29,11.61,0.13,58.99
SAT,2015,1,201501,74.26,37.1,0.5,23.96,0,38.44
SDF,2015,1,201501,78.66,40.99,1.63,23.77,0,33.61
SEA,2015,1,201501,77.69,37.48,0.57,17.88,0,44.08
SFO,2015,1,201501,76.87,22.53,5.15,28.92,0,43.4
SJC,2015,1,201501,83.68,26.99,3.61,8.98,0,60.41
SLC,2015,1,201501,77.06,42.02,0,9.45,0,48.53
SMF,2015,1,201501,82.05,28.91,0.96,9.78,0.24,60.1
SNA,2015,1,201501,87.04,26.32,0.39,14.32,0,58.97
STL,2015,1,201501,81.35,33.08,0.2,16.69,0,50.02
TPA,2015,1,201501,83.62,34.12,1.71,21.14,0.08,42.93
TUL,2015,1,201501,73.35,42.15,0,9.44,0,48.42
TUS,2015,1,201501,80.26,41.76,0.93,11.75,0,45.55
OKC,2015,1,201501,77.59,38.66,0.45,11.08,0,49.8
